order_id,customer_id,product_id,order_date,ship_date,region,ship_mode,quantity,unit_price,discount,sales_amount
ORD001322,CUST00763,PROD0083,12-05-2023,19-05-2023,Asia Pacific,Standard Class,2,14.31,0.05,27.19
ORD000639,CUST00699,PROD0047,05-11-2023,07-11-2023,Latin America,Standard Class,4,41.92,0.15,142.53
ORD001195,CUST00344,PROD0103,09-11-2022,11-11-2022,Europe,Same Day,3,350.94,0,1052.82
ORD002311,CUST00657,PROD0033,27-05-2023,31-05-2023,Europe,Standard Class,10,336.59,0.15,2861.01
ORD003148,CUST00967,PROD0016,26-02-2022,27-02-2022,Europe,Standard Class,6,100.98,0.1,545.29
ORD002690,CUST00649,PROD0029,21-08-2022,26-08-2022,Asia Pacific,First Class,10,159.41,0.2,1275.28
ORD000454,CUST00466,PROD0063,12-05-2024,16-05-2024,North America,Second Class,5,219.88,0,1099.4
ORD002719,CUST00315,PROD0105,16-09-2022,17-09-2022,Europe,Standard Class,9,492.55,0.05,4211.3
ORD002529,CUST00943,PROD0115,13-06-2023,20-06-2023,North America,Standard Class,8,264.42,0,2115.36
ORD000839,CUST00003,PROD0086,05-09-2023,08-09-2023,Latin America,Second Class,3,118.96,0,356.88
ORD001509,CUST00948,PROD0040,20-09-2023,25-09-2023,Asia Pacific,Second Class,9,513.73,0.2,3698.86
ORD002392,CUST00577,PROD0026,11-06-2023,12-06-2023,Asia Pacific,Standard Class,1,413.69,0,413.69
ORD002011,CUST00813,PROD0115,17-03-2022,21-03-2022,Europe,Standard Class,5,264.42,0.05,1256
ORD000837,CUST00794,PROD0034,12-01-2023,13-01-2023,Europe,Second Class,9,552.82,0.15,4229.07
ORD002299,CUST00587,PROD0098,27-09-2023,30-09-2023,Asia Pacific,Standard Class,9,365.96,0,3293.64
ORD002708,CUST00847,PROD0041,10-11-2023,17-11-2023,Latin America,Standard Class,9,204.65,0,1841.85
ORD002608,CUST00812,PROD0001,12-11-2022,19-11-2022,Europe,Standard Class,9,276.1,0.15,2112.16
ORD002331,CUST00236,PROD0069,20-01-2024,22-01-2024,Latin America,Standard Class,9,519.47,0.05,4441.47
ORD000109,CUST00719,PROD0112,15-02-2022,16-02-2022,North America,Same Day,10,229.22,0.05,2177.59
ORD002390,CUST00684,PROD0090,05-02-2022,11-02-2022,Europe,Same Day,10,309.43,0,3094.3
ORD001071,CUST00032,PROD0026,11-08-2022,16-08-2022,North America,First Class,2,413.69,0.15,703.27
ORD000627,CUST00002,PROD0004,01-07-2023,05-07-2023,North America,Standard Class,4,503.13,0.05,1911.89
ORD002771,CUST00456,PROD0088,29-12-2022,05-01-2023,Latin America,Second Class,3,409.08,0.05,1165.88
ORD003184,CUST00016,PROD0090,21-07-2023,26-07-2023,Europe,Standard Class,7,309.43,0,2166.01
ORD001127,CUST00420,PROD0064,04-11-2022,05-11-2022,North America,First Class,1,562.27,0,562.27
ORD001178,CUST00329,PROD0089,05-03-2022,06-03-2022,Latin America,Standard Class,10,143.69,0.05,1365.06
ORD001238,CUST00583,PROD0074,29-07-2023,01-08-2023,Europe,Standard Class,1,76.23,0.05,72.42
ORD000224,CUST00550,PROD0098,13-02-2022,19-02-2022,Latin America,Second Class,7,365.96,0.1,2305.55
ORD002875,CUST00957,PROD0104,03-02-2024,04-02-2024,Latin America,Second Class,5,256.59,0.05,1218.8
ORD001304,CUST00398,PROD0099,25-03-2023,26-03-2023,Europe,First Class,6,330.98,0.1,1787.29
ORD002664,CUST00405,PROD0078,13-10-2022,14-10-2022,Asia Pacific,,7,324.59,0,2272.13
ORD000059,CUST00916,PROD0026,12-04-2023,14-04-2023,Latin America,Standard Class,7,413.69,0,2895.83
ORD003171,CUST00382,PROD0024,19-04-2022,24-04-2022,Europe,Second Class,10,261.68,0,2616.8
ORD002733,CUST00206,PROD0107,12-07-2023,15-07-2023,North America,Second Class,8,565.5,0,4524
ORD002476,CUST00948,PROD0057,10-05-2024,11-05-2024,Asia Pacific,Standard Class,,224.76,0,224.76
ORD001620,CUST00913,PROD0037,13-10-2024,18-10-2024,Asia Pacific,Standard Class,5,517.48,0.15,2199.29
ORD000482,CUST00957,PROD0081,19-06-2024,24-06-2024,Latin America,First Class,9,29.84,0.1,241.7
ORD000373,CUST00127,PROD0088,09-07-2022,16-07-2022,Europe,Standard Class,8,409.08,0.2,2618.11
ORD000775,CUST00430,PROD0065,13-09-2024,15-09-2024,Europe,Second Class,10,47.55,0,475.5
ORD000277,CUST00361,PROD0101,01-02-2024,04-02-2024,Latin America,Standard Class,4,576.35,0.15,1959.59
ORD000347,CUST00795,PROD0113,24-04-2022,27-04-2022,Latin America,Second Class,6,270.53,0.1,1460.86
ORD000878,CUST00327,PROD0050,14-09-2023,20-09-2023,North America,Second Class,6,224.78,0.05,1281.25
ORD000003,CUST00032,PROD0049,09-10-2024,16-10-2024,Asia Pacific,Standard Class,4,221.36,0,885.44
ORD002587,CUST00065,PROD0005,20-11-2022,21-11-2022,Europe,Same Day,2,410.11,0,820.22
ORD001009,CUST00039,PROD0025,30-12-2022,04-01-2023,Europe,Second Class,2,109.89,0,219.78
ORD002174,CUST00522,PROD0055,14-12-2023,19-12-2023,Europe,Same Day,9,222.38,0,2001.42
ORD000202,CUST00156,PROD0085,13-09-2023,18-09-2023,Latin America,Second Class,2,174.68,0.2,279.49
ORD001879,CUST00411,PROD0019,25-06-2022,29-06-2022,Latin America,Standard Class,9,277.53,0.1,2247.99
ORD002263,CUST00992,PROD0003,23-03-2024,30-03-2024,Latin America,Standard Class,4,456.37,0,1825.48
ORD001937,CUST00178,PROD0091,01-04-2023,07-04-2023,Asia Pacific,Standard Class,5,595.15,0,2975.75
ORD000874,CUST00571,PROD0070,04-05-2022,11-05-2022,North America,Same Day,6,289.02,0.1,1560.71
ORD001689,CUST00447,PROD0020,10-05-2022,12-05-2022,North America,Standard Class,3,391.71,0.2,940.1
ORD001807,CUST00194,PROD0075,22-03-2024,25-03-2024,Europe,Standard Class,5,112.08,0.15,476.34
ORD001491,CUST00535,PROD0107,27-09-2022,28-09-2022,Europe,First Class,4,565.5,0.05,2148.9
ORD002185,CUST00546,PROD0075,31-07-2023,05-08-2023,North America,Second Class,5,112.08,0.05,532.38
ORD000864,CUST00359,PROD0057,19-01-2024,23-01-2024,Asia Pacific,Second Class,8,224.76,0.05,1708.18
ORD003125,CUST00618,PROD0062,25-02-2024,01-03-2024,Latin America,Standard Class,9,41.13,0.05,351.66
ORD000537,CUST00211,PROD0034,11-10-2024,18-10-2024,Europe,First Class,5,552.82,0.1,2487.69
ORD003083,CUST00465,PROD0067,07-07-2022,13-07-2022,North America,First Class,3,40.64,0,121.92
ORD002899,CUST00814,PROD0051,26-02-2022,02-03-2022,Europe,Standard Class,5,222.91,0,1114.55
ORD001885,CUST00915,PROD0017,25-08-2023,30-08-2023,,Same Day,6,257.88,0.1,1392.55
ORD000927,CUST00512,PROD0007,19-12-2022,21-12-2022,Asia Pacific,Standard Class,5,157,0.2,628
ORD002791,CUST00383,PROD0040,23-09-2022,24-09-2022,Latin America,Second Class,3,513.73,0.1,1387.07
ORD002360,CUST00916,PROD0075,30-08-2023,06-09-2023,Latin America,Second Class,4,112.08,0,448.32
ORD000543,CUST00646,PROD0075,16-05-2023,22-05-2023,Asia Pacific,Standard Class,6,112.08,0.05,638.86
ORD001499,CUST00204,PROD0066,22-08-2024,25-08-2024,Asia Pacific,Standard Class,2,339.91,0.05,645.83
ORD002177,CUST00212,PROD0003,27-02-2024,01-03-2024,Asia Pacific,First Class,2,456.37,0.1,821.47
ORD001626,CUST00326,PROD0095,24-01-2023,30-01-2023,Asia Pacific,Standard Class,7,247.15,0.05,1643.55
ORD002242,CUST00537,PROD0084,29-12-2024,04-01-2025,Latin America,Same Day,8,435.65,0,3485.2
ORD001680,CUST00827,PROD0084,18-09-2023,23-09-2023,Asia Pacific,First Class,2,435.65,0.2,697.04
ORD002964,CUST00862,PROD0005,15-12-2023,17-12-2023,Europe,Second Class,2,410.11,0,820.22
ORD001386,CUST00330,PROD0034,02-12-2023,07-12-2023,Europe,Second Class,9,552.82,0.15,4229.07
ORD002796,CUST00619,PROD0074,18-10-2023,23-10-2023,Europe,Second Class,3,76.23,0.05,217.26
ORD000019,CUST00164,PROD0079,29-01-2023,31-01-2023,Europe,Same Day,5,301.9,0,1509.5
ORD001789,CUST00535,PROD0045,19-01-2024,23-01-2024,Asia Pacific,Second Class,8,62.78,0.1,452.02
ORD001892,CUST00422,PROD0076,05-12-2023,12-12-2023,Asia Pacific,Second Class,7,393.52,0,2754.64
ORD001656,CUST00357,PROD0007,24-03-2023,25-03-2023,Latin America,Second Class,7,157,0,1099
ORD003153,CUST00045,PROD0057,25-10-2024,28-10-2024,Europe,Standard Class,6,224.76,0.1,1213.7
ORD000580,CUST00027,PROD0063,16-09-2023,22-09-2023,Latin America,Same Day,2,219.88,0,439.76
ORD000069,CUST00369,PROD0079,18-06-2023,19-06-2023,Asia Pacific,First Class,2,301.9,0.15,513.23
ORD000720,CUST00101,PROD0073,08-04-2022,10-04-2022,Latin America,Standard Class,1,171.97,0,171.97
ORD003044,CUST00577,PROD0104,15-02-2024,21-02-2024,North America,First Class,7,256.59,0.1,1616.52
ORD000042,CUST00806,PROD0009,25-07-2022,26-07-2022,Asia Pacific,First Class,1,232.46,0,232.46
ORD000755,CUST00026,PROD0018,29-03-2023,30-03-2023,North America,Second Class,2,43.23,0,86.46
ORD002406,CUST00793,PROD0070,23-05-2024,24-05-2024,Europe,Same Day,1,289.02,0,289.02
ORD000126,CUST00570,PROD0090,14-01-2023,19-01-2023,North America,First Class,2,309.43,0,618.86
ORD003161,CUST00810,PROD0026,03-10-2023,04-10-2023,Asia Pacific,Second Class,4,413.69,0.1,1489.28
ORD000423,CUST00565,PROD0043,29-02-2024,02-03-2024,Latin America,Second Class,9,470.55,0.15,3599.71
ORD001819,CUST00699,PROD0011,05-04-2024,07-04-2024,Latin America,Second Class,5,168.15,0.2,672.6
ORD001829,CUST00994,PROD0102,07-01-2023,13-01-2023,Asia Pacific,Standard Class,3,86.56,0,259.68
ORD001120,CUST00366,PROD0010,14-02-2023,16-02-2023,North America,Standard Class,8,101.95,0,815.6
ORD000551,CUST00446,PROD0037,14-09-2023,18-09-2023,North America,First Class,4,517.48,0,2069.92
ORD000722,CUST00447,PROD0114,16-10-2023,23-10-2023,North America,Standard Class,2,320.6,0.1,577.08
ORD001492,CUST00719,PROD0028,17-02-2022,19-02-2022,Europe,Standard Class,5,21.47,0.05,101.98
ORD001416,CUST00611,PROD0062,11-12-2023,15-12-2023,Asia Pacific,Standard Class,9,41.13,0.1,333.15
ORD002605,CUST00347,PROD0020,03-08-2024,04-08-2024,North America,Second Class,1,391.71,0.15,332.95
ORD000715,CUST00338,PROD0092,29-06-2024,03-07-2024,North America,Second Class,10,119.48,0,1194.8
ORD002070,CUST00888,PROD0037,23-08-2023,30-08-2023,North America,Second Class,5,517.48,0,2587.4
ORD002884,CUST00421,PROD0099,21-01-2023,23-01-2023,North America,First Class,8,330.98,0,2647.84
ORD002246,CUST00491,PROD0069,19-01-2022,22-01-2022,Latin America,Same Day,7,519.47,0,3636.29
ORD001586,CUST00217,PROD0089,22-06-2023,23-06-2023,Europe,Second Class,1,143.69,0,143.69
ORD003116,CUST00383,PROD0021,03-10-2024,10-10-2024,Latin America,Second Class,6,563.08,0,3378.48
ORD002342,CUST00845,PROD0089,25-12-2024,01-01-2025,Asia Pacific,Standard Class,7,143.69,0,1005.83
ORD002315,CUST00268,PROD0067,23-11-2023,,North America,Same Day,2,40.64,0,81.28
ORD002040,CUST00035,PROD0043,08-01-2023,12-01-2023,Asia Pacific,Standard Class,3,470.55,0,1411.65
ORD001037,CUST00179,PROD0005,26-11-2024,02-12-2024,Asia Pacific,Standard Class,4,410.11,0.1,1476.4
ORD001368,CUST00908,PROD0024,01-06-2022,07-06-2022,Asia Pacific,First Class,4,261.68,0.1,942.05
ORD000472,CUST00270,PROD0088,27-10-2022,01-11-2022,North America,Standard Class,5,409.08,0.2,1636.32
ORD000298,CUST00006,PROD0104,05-08-2024,09-08-2024,,First Class,5,256.59,0.2,1026.36
ORD001913,CUST00425,PROD0063,19-07-2023,26-07-2023,North America,Standard Class,1,219.88,0,219.88
ORD001099,CUST00242,PROD0064,04-07-2023,11-07-2023,Latin America,Standard Class,7,562.27,0.05,3739.1
ORD000593,CUST00095,PROD0100,17-10-2023,19-10-2023,North America,Standard Class,9,160.34,0.1,1298.75
ORD000329,CUST00122,PROD0001,06-06-2024,08-06-2024,North America,Same Day,2,276.1,0.2,441.76
ORD000432,CUST00483,PROD0031,08-10-2022,13-10-2022,Latin America,Standard Class,1,51.38,0.15,43.67
ORD000127,CUST00465,PROD0007,29-03-2023,03-04-2023,Asia Pacific,Standard Class,6,157,0.2,753.6
ORD002648,CUST00043,PROD0087,21-08-2022,27-08-2022,Latin America,Standard Class,2,563.97,0.15,958.75
ORD000491,CUST00285,PROD0011,30-05-2022,05-06-2022,Latin America,Standard Class,10,168.15,0.1,1513.35
ORD002446,CUST00426,PROD0092,16-11-2024,20-11-2024,Latin America,Standard Class,1,119.48,0.2,95.58
ORD000751,CUST00476,PROD0113,28-03-2022,02-04-2022,Asia Pacific,Second Class,2,270.53,0,541.06
ORD001117,CUST00550,PROD0072,17-07-2024,23-07-2024,Asia Pacific,Standard Class,7,380.44,0,2663.08
ORD002382,CUST00169,PROD0041,27-03-2023,30-03-2023,Europe,Same Day,3,204.65,0,613.95
ORD000486,CUST00256,PROD0091,29-09-2022,06-10-2022,Asia Pacific,Standard Class,6,595.15,0.15,3035.26
ORD002398,CUST00501,PROD0048,16-04-2023,20-04-2023,Europe,Standard Class,4,164.65,0.05,625.67
ORD000061,CUST00482,PROD0062,19-06-2024,26-06-2024,Latin America,Standard Class,5,41.13,0,205.65
ORD001962,CUST00229,PROD0104,12-12-2024,14-12-2024,Asia Pacific,First Class,3,256.59,0,769.77
ORD001371,CUST00426,PROD0076,11-09-2024,15-09-2024,Latin America,Second Class,1,393.52,0.1,354.17
ORD001006,CUST00050,PROD0098,10-11-2023,11-11-2023,North America,Standard Class,4,365.96,0,1463.84
ORD001899,CUST00286,PROD0051,10-02-2022,12-02-2022,Europe,Standard Class,1,222.91,0,222.91
ORD002421,CUST00171,PROD0029,20-07-2023,25-07-2023,Latin America,Standard Class,6,159.41,0.05,908.64
ORD001916,CUST00521,PROD0094,10-02-2023,16-02-2023,Asia Pacific,Standard Class,7,585.09,0,4095.63
ORD001309,CUST00091,PROD0083,09-12-2023,16-12-2023,Latin America,First Class,2,14.31,0.15,24.33
ORD001867,CUST00790,PROD0078,21-05-2023,24-05-2023,Europe,First Class,7,324.59,0,2272.13
ORD002931,CUST00769,PROD0107,06-09-2023,07-09-2023,Europe,Standard Class,2,565.5,0.05,1074.45
ORD000073,CUST00679,PROD0055,10-07-2022,16-07-2022,Europe,Second Class,5,222.38,0,1111.9
ORD001900,CUST00928,PROD0101,15-12-2022,19-12-2022,Latin America,First Class,2,576.35,0.15,979.79
ORD002718,CUST00776,PROD0115,29-12-2022,05-01-2023,North America,Standard Class,3,264.42,0,793.26
ORD000629,CUST00764,PROD0035,23-10-2023,29-10-2023,Asia Pacific,Second Class,5,540.44,0,2702.2
ORD000153,CUST00433,PROD0116,06-07-2022,08-07-2022,Asia Pacific,Standard Class,7,155.74,0,1090.18
ORD001392,CUST00960,PROD0067,10-07-2022,12-07-2022,Asia Pacific,Second Class,7,40.64,0,284.48
ORD002025,CUST00676,PROD0114,13-07-2022,14-07-2022,Europe,First Class,7,320.6,0,2244.2
ORD001329,CUST00470,PROD0087,03-04-2024,05-04-2024,Asia Pacific,Second Class,4,563.97,0.15,1917.5
ORD000645,CUST00716,PROD0103,19-05-2024,23-05-2024,Asia Pacific,Standard Class,8,350.94,0.15,2386.39
ORD001241,CUST00425,PROD0020,23-12-2023,27-12-2023,Latin America,Standard Class,7,391.71,0,2741.97
ORD000777,CUST00919,PROD0024,29-09-2024,03-10-2024,Europe,Standard Class,1,261.68,0,261.68
ORD002717,CUST00712,PROD0068,20-10-2024,27-10-2024,Latin America,Standard Class,5,147.64,0,738.2
ORD000242,CUST00994,PROD0091,16-08-2023,22-08-2023,North America,Standard Class,1,595.15,0,595.15
ORD000390,CUST00262,PROD0068,05-05-2024,12-05-2024,North America,First Class,8,147.64,0.2,944.9
ORD001092,CUST00249,PROD0055,02-01-2023,07-01-2023,Latin America,Standard Class,9,222.38,0,2001.42
ORD001790,CUST00374,PROD0009,03-07-2023,06-07-2023,Europe,Standard Class,10,232.46,0.2,1859.68
ORD002984,CUST00853,PROD0034,10-12-2024,11-12-2024,Latin America,Standard Class,7,552.82,0,3869.74
ORD002724,CUST00430,PROD0017,28-06-2023,30-06-2023,North America,First Class,9,257.88,0,2320.92
ORD000466,CUST00973,PROD0007,27-05-2024,31-05-2024,Europe,Second Class,3,157,0.05,447.45
ORD000295,CUST00507,PROD0063,27-09-2024,29-09-2024,Europe,Second Class,2,219.88,0.05,417.77
ORD000570,CUST00391,PROD0049,11-09-2023,12-09-2023,North America,Second Class,6,221.36,0,1328.16
ORD001032,CUST00565,PROD0030,28-03-2023,04-04-2023,Europe,Second Class,3,360.73,0.1,973.97
ORD002914,CUST00612,PROD0105,27-06-2024,30-06-2024,Latin America,Second Class,1,492.55,0,492.55
ORD000111,CUST00049,PROD0021,07-11-2022,09-11-2022,North America,Second Class,2,563.08,0.1,1013.54
ORD002935,CUST00360,PROD0096,20-09-2024,24-09-2024,Asia Pacific,Standard Class,5,343.31,0.2,1373.24
ORD000996,CUST00343,PROD0055,25-07-2023,28-07-2023,Latin America,Same Day,8,222.38,0.1,1601.14
ORD002679,CUST00479,PROD0016,16-07-2023,23-07-2023,North America,Standard Class,4,100.98,0.05,383.72
ORD000769,CUST00865,PROD0060,24-11-2024,25-11-2024,Asia Pacific,Second Class,9,245.79,0.1,1990.9
ORD000743,CUST00150,PROD0081,23-06-2024,26-06-2024,North America,Same Day,1,29.84,0.2,23.87
ORD002166,CUST00229,PROD0091,23-08-2024,30-08-2024,Europe,Standard Class,1,595.15,0.1,535.63
ORD000992,CUST00031,PROD0097,15-06-2023,18-06-2023,North America,Standard Class,1,497.68,0.15,423.03
ORD000236,CUST00334,PROD0053,15-05-2022,19-05-2022,Latin America,Standard Class,2,457.67,0,915.34
ORD000544,CUST00990,PROD0018,08-07-2022,10-07-2022,Latin America,Standard Class,9,43.23,0.05,369.62
ORD001251,CUST00646,PROD0006,06-04-2023,11-04-2023,Latin America,Second Class,2,111.99,0,223.98
ORD003147,CUST00663,PROD0014,05-06-2022,10-06-2022,Asia Pacific,First Class,8,6.03,0.05,45.83
ORD001299,CUST00209,PROD0050,14-10-2024,21-10-2024,North America,Standard Class,10,224.78,0.05,2135.41
ORD001720,CUST00239,PROD0016,24-03-2023,25-03-2023,Latin America,Second Class,,100.98,0,100.98
ORD000352,CUST00695,PROD0021,16-12-2024,23-12-2024,Latin America,Same Day,5,563.08,0.2,2252.32
ORD000890,CUST00318,PROD0085,06-07-2023,08-07-2023,Latin America,First Class,1,174.68,0,174.68
ORD003118,CUST00291,PROD0015,05-09-2022,12-09-2022,Latin America,Standard Class,4,208.86,0.2,668.35
ORD002978,CUST00542,PROD0023,02-08-2022,09-08-2022,Asia Pacific,Second Class,10,454.27,0.05,4315.56
ORD000437,CUST00678,PROD0095,03-08-2022,05-08-2022,Europe,Standard Class,2,247.15,0.2,395.44
ORD001143,CUST00451,PROD0029,07-12-2022,10-12-2022,Asia Pacific,First Class,6,159.41,0.05,908.64
ORD001972,CUST00080,PROD0001,02-12-2023,06-12-2023,Europe,Standard Class,4,276.1,0.1,993.96
ORD001715,CUST00490,PROD0108,21-12-2024,27-12-2024,Europe,Standard Class,3,264.17,0.2,634.01
ORD001148,CUST00672,PROD0015,02-05-2023,07-05-2023,North America,Standard Class,8,208.86,0.15,1420.25
ORD003188,CUST00531,PROD0096,16-08-2024,20-08-2024,Asia Pacific,Standard Class,10,343.31,0,3433.1
ORD002173,CUST00873,PROD0070,13-03-2022,17-03-2022,Asia Pacific,Standard Class,6,289.02,0.15,1474
ORD000306,CUST00941,PROD0015,30-07-2024,05-08-2024,Asia Pacific,Second Class,9,208.86,0,1879.74
ORD000933,CUST00046,PROD0070,14-07-2024,15-07-2024,Europe,Standard Class,6,289.02,0,1734.12
ORD001981,CUST00442,PROD0058,21-01-2023,28-01-2023,North America,Standard Class,8,265.81,0,2126.48
ORD001947,CUST00477,PROD0098,02-12-2023,06-12-2023,Latin America,Same Day,9,365.96,0,3293.64
ORD000547,CUST00637,PROD0024,02-11-2024,09-11-2024,North America,Standard Class,6,261.68,0.2,1256.06
ORD001393,CUST00848,PROD0089,09-01-2023,14-01-2023,Latin America,Standard Class,6,143.69,0.2,689.71
ORD001780,CUST00806,PROD0032,25-11-2024,01-12-2024,Latin America,Standard Class,1,48.7,0,48.7
ORD002669,CUST00545,PROD0059,12-10-2023,18-10-2023,Europe,Standard Class,5,278.67,0,1393.35
ORD002122,CUST00690,PROD0086,10-07-2022,11-07-2022,Europe,Same Day,10,118.96,0.05,1130.12
ORD000004,CUST00625,PROD0005,10-11-2024,12-11-2024,Latin America,Second Class,2,410.11,0.05,779.21
ORD000304,CUST00968,PROD0065,02-08-2022,06-08-2022,North America,Standard Class,3,47.55,0.05,135.52
ORD002235,CUST00623,PROD0071,02-12-2022,06-12-2022,Europe,First Class,10,567.98,0,5679.8
ORD000288,CUST00562,PROD0064,17-09-2023,20-09-2023,North America,Standard Class,10,562.27,0.1,5060.43
ORD002377,CUST00015,PROD0013,30-05-2022,05-06-2022,Asia Pacific,Same Day,9,142.31,0.15,1088.67
ORD001921,CUST00663,PROD0039,13-10-2024,19-10-2024,Europe,Standard Class,9,498.11,0.1,4034.69
ORD000808,CUST00400,PROD0003,28-07-2023,02-08-2023,Latin America,Second Class,5,456.37,0.15,1939.57
ORD002094,CUST00306,PROD0107,12-10-2022,17-10-2022,Latin America,First Class,5,565.5,0,2827.5
ORD000926,CUST00912,PROD0114,11-01-2022,14-01-2022,Europe,Standard Class,7,320.6,0,2244.2
ORD001053,CUST00974,PROD0111,25-12-2023,26-12-2023,North America,Standard Class,3,87.33,0.15,222.69
ORD000799,CUST00064,PROD0083,22-03-2024,27-03-2024,Latin America,Same Day,6,14.31,0.15,72.98
ORD000034,CUST00605,PROD0041,20-12-2022,26-12-2022,Asia Pacific,Second Class,7,204.65,0,1432.55
ORD002492,CUST00727,PROD0018,12-05-2023,17-05-2023,North America,First Class,5,43.23,0.15,183.73
ORD002963,CUST00117,PROD0055,22-06-2023,27-06-2023,Latin America,Standard Class,6,222.38,0,1334.28
ORD003042,CUST01000,PROD0049,28-04-2022,,Europe,Same Day,4,221.36,0.15,752.62
ORD000119,CUST00888,PROD0037,04-11-2024,05-11-2024,Asia Pacific,Standard Class,9,517.48,0.15,3958.72
ORD001297,CUST00151,PROD0046,14-08-2023,17-08-2023,North America,Standard Class,9,156.09,0,1404.81
ORD000798,CUST00077,PROD0054,01-11-2022,03-11-2022,Latin America,Second Class,4,532.54,0,2130.16
ORD002503,CUST00010,PROD0109,17-06-2024,18-06-2024,Europe,First Class,9,15.42,0.05,131.84
ORD000060,CUST00275,PROD0058,24-06-2022,26-06-2022,Europe,Second Class,2,265.81,0,531.62
ORD002885,CUST00536,PROD0020,17-11-2024,21-11-2024,Europe,Standard Class,9,391.71,0,3525.39
ORD002443,CUST00067,PROD0109,28-09-2023,05-10-2023,Latin America,Second Class,3,15.42,0,46.26
ORD000663,CUST00042,PROD0018,09-04-2022,12-04-2022,Asia Pacific,Standard Class,3,43.23,0,129.69
ORD001702,CUST00770,PROD0061,27-09-2023,30-09-2023,,Standard Class,7,546.36,0,3824.52
ORD001587,CUST00601,PROD0099,07-04-2022,10-04-2022,Latin America,Standard Class,9,330.98,0,2978.82
ORD000467,CUST00485,PROD0085,27-09-2023,30-09-2023,North America,Second Class,9,174.68,0.05,1493.51
ORD002513,CUST00492,PROD0074,13-08-2024,17-08-2024,Asia Pacific,Standard Class,2,76.23,0,152.46
ORD001922,CUST00880,PROD0024,02-02-2022,09-02-2022,Europe,Second Class,5,261.68,0,1308.4
ORD000427,CUST00163,PROD0102,03-06-2022,07-06-2022,,First Class,2,86.56,0,173.12
ORD000285,CUST00188,PROD0033,27-01-2022,29-01-2022,Asia Pacific,Standard Class,4,336.59,0,1346.36
ORD000156,CUST00260,PROD0037,22-06-2022,27-06-2022,Asia Pacific,First Class,6,517.48,0.1,2794.39
ORD001623,CUST00926,PROD0070,13-10-2024,18-10-2024,Latin America,Second Class,1,289.02,0,289.02
ORD000181,CUST00256,PROD0021,30-08-2024,04-09-2024,Europe,Standard Class,9,563.08,0,5067.72
ORD002007,CUST00272,PROD0045,18-03-2024,23-03-2024,Europe,Same Day,2,62.78,0,125.56
ORD002982,CUST00255,PROD0089,01-05-2023,03-05-2023,Asia Pacific,Standard Class,2,143.69,0.2,229.9
ORD001074,CUST00081,PROD0004,05-09-2023,06-09-2023,Asia Pacific,First Class,1,503.13,0.2,402.5
ORD000945,CUST00466,PROD0042,24-10-2024,28-10-2024,Asia Pacific,Second Class,7,48.23,0,337.61
ORD002130,CUST00306,PROD0102,01-01-2023,03-01-2023,North America,Second Class,8,86.56,0,692.48
ORD001355,CUST00364,PROD0094,22-10-2024,25-10-2024,Europe,Second Class,1,585.09,0.1,526.58
ORD002519,CUST00671,PROD0032,31-05-2024,02-06-2024,Latin America,Standard Class,3,48.7,0,146.1
ORD000014,CUST00543,PROD0097,12-11-2022,19-11-2022,Latin America,Standard Class,1,497.68,0.2,398.14
ORD000175,CUST00031,PROD0055,13-01-2023,17-01-2023,Europe,First Class,4,222.38,0,889.52
ORD000708,CUST00921,PROD0104,29-06-2023,,Asia Pacific,Second Class,10,256.59,0.15,2181.01
ORD000734,CUST00957,PROD0054,29-10-2023,01-11-2023,North America,Second Class,6,532.54,0.05,3035.48
ORD002371,CUST00501,PROD0041,23-03-2023,26-03-2023,Latin America,Standard Class,8,204.65,0,1637.2
ORD001843,CUST00839,PROD0057,16-08-2022,22-08-2022,Latin America,Standard Class,7,224.76,0,1573.32
ORD001993,CUST00731,PROD0061,13-04-2023,19-04-2023,Latin America,First Class,7,546.36,0.1,3442.07
ORD000063,CUST00807,PROD0013,27-12-2023,02-01-2024,Latin America,Standard Class,7,142.31,0.05,946.36
ORD001250,CUST00712,PROD0108,16-12-2022,18-12-2022,Asia Pacific,Standard Class,3,264.17,0.15,673.63
ORD002821,CUST00975,PROD0056,27-01-2023,03-02-2023,Latin America,Second Class,6,35.09,0.15,178.96
ORD000322,CUST00105,PROD0044,11-03-2022,15-03-2022,North America,Standard Class,4,112.46,0,449.84
ORD001418,CUST00180,PROD0025,27-07-2022,30-07-2022,North America,Second Class,5,109.89,0.15,467.03
ORD002425,CUST00482,PROD0099,17-01-2023,20-01-2023,North America,Second Class,6,330.98,0,1985.88
ORD001196,CUST00424,PROD0009,13-11-2024,18-11-2024,Asia Pacific,Same Day,2,232.46,0,464.92
ORD002396,CUST00035,PROD0001,03-10-2023,10-10-2023,Asia Pacific,First Class,6,276.1,0.1,1490.94
ORD002544,CUST00418,PROD0004,31-01-2023,05-02-2023,Latin America,Second Class,10,503.13,0,5031.3
ORD003154,CUST00524,PROD0065,31-10-2024,01-11-2024,Latin America,Second Class,5,47.55,0.05,225.86
ORD002312,CUST00919,PROD0071,29-09-2022,30-09-2022,Asia Pacific,Standard Class,5,567.98,0.2,2271.92
ORD001189,CUST00396,PROD0042,31-01-2022,01-02-2022,North America,Standard Class,5,48.23,0.15,204.98
ORD001772,CUST00362,PROD0066,05-09-2022,06-09-2022,Asia Pacific,Standard Class,1,339.91,0,339.91
